player_id,player_name,rank
200293,Martina Navratilova,0.04675060197996806
200259,Chris Evert,0.025898196909769095
200381,Andrea Jaeger,0.0029167159912310793
200397,Tracy Austin,0.001847961594431452
200360,Pam Shriver,0.017381843001743863
200392,Jo Durie,0.0021712214522191815
200348,Hana Mandlikova,0.015945206872393456
200389,Kathy Jordan,0.004178585829180569
200404,Zina Garrison,0.006033400562426271
200209,Wendy Turnbull,0.002584136772727715
200401,Manuela Maleeva Fragniere,0.003973892528537813
200377,Helena Sukova,0.005643821116574349
200503,Gretchen Magers,0.0034224013803708766
200354,Claudia Kohde Kilsch,0.005705859737289195
200414,Steffi Graf,0.052598803151205714
200572,Gabriela Sabatini,0.025295119808113255
200116,Natalia Zvereva,0.0019154014492280913
200017,Arantxa Sanchez Vicario,0.03281216500738544
200652,Monica Seles,0.037466758435413375
200597,Mary Joe Fernandez,0.004309854170496921
200049,Conchita Martinez,0.018323764679808383
200539,Jana Novotna,0.017954374447291935
200617,Kimiko Date Krumm,0.0032030519082722557
200096,Mary Pierce,0.012510789864760436
200086,Magdalena Maleeva,0.0018412083088637718
200081,Anke Huber,0.00486962765946065
200723,Iva Majoli,0.006368204527257178
200128,Lindsay Davenport,0.03573916174675024
200001,Martina Hingis,0.02651591537899532
200064,Amanda Coetzer,0.0045610031649523305
200748,Venus Williams,0.030760962796724738
200033,Serena Williams,0.048343354834964096
200003,Justine Henin,0.022206156653150354
200065,Amelie Mauresmo,0.018972550831532074
200069,Nadia Petrova,0.003579363908504455
200077,Jennifer Capriati,0.011687177909732949
200079,Kim Clijsters,0.026363496157781836
200097,Nathalie Tauziat,0.0027993257473035884
200108,Elena Dementieva,0.010995013192858793
200120,Jelena Dokic,0.0025637393786652595
200772,Anastasia Myskina,0.005951082562320369
201290,Daniela Hantuchova,0.0022349592329774255
201320,Svetlana Kuznetsova,0.01658913307127799
201329,Vera Zvonareva,0.007255242343018923
201336,Dinara Safina,0.009514397266163549
201345,Maria Sharapova,0.03612353941211529
201347,Jelena Jankovic,0.013148691916937726
201403,Anna Chakvetadze,0.0020128978623305087
201421,Ana Ivanovic,0.009695334473805795
201496,Caroline Wozniacki,0.020291430931980246
201325,Samantha Stosur,0.005065043720421418
201212,Francesca Schiavone,0.003301324624018372
201458,Victoria Azarenka,0.016514254336125765
201419,Na Li,0.009793422219389308
201520,Petra Kvitova,0.013517111531450942
201474,Agnieszka Radwanska,0.01786730426061001
201493,Angelique Kerber,0.013022069736571171
201506,Sara Errani,0.002477053868504755
201594,Simona Halep,0.028798715504722863
202446,Eugenie Bouchard,0.0018430873481209912
201425,Lucie Safarova,0.001999836468744542
202469,Garbine Muguruza,0.011039402752711869
201662,Karolina Pliskova,0.01412214254074538
201495,Dominika Cibulkova,0.0038703341907594477
202494,Elina Svitolina,0.011737422884338392
202427,Johanna Konta,0.0018504117937642034
211533,Jelena Ostapenko,0.0025230857233365716
201585,Sloane Stephens,0.0033918918632169
201614,Caroline Garcia,0.005352545314336192
211768,Naomi Osaka,0.011809888213301863
202428,Kiki Bertens,0.002794179941092311
202458,Ashleigh Barty,0.012884588089016342
215370,Bianca Andreescu,0.0036478591050297434
202505,Belinda Bencic,0.0020198102889472194
213550,Sofia Kenin,0.006297524464609667
214544,Aryna Sabalenka,0.011742595834072183
206252,Barbora Krejcikova,0.004835614656403449
216347,Iga Swiatek,0.010281534237785479
211651,Paula Badosa,0.004251507625270638
204426,Anett Kontaveit,0.003989990891682454
206289,Maria Sakkari,0.003805577991405574
202460,Ons Jabeur,0.006371043457557
202468,Jessica Pegula,0.007408929126523205
221103,Cori Gauff,0.0034469947472563173
214981,Elena Rybakina,0.004499000726893392
